connection_id,entity_name,connection_type,place_name,status,confidence,source_magazine,issue_label,source_url
connection:source-item-globalnet-spot-beverly-hills-cop-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4949,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-bingo-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 5719,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-bionic-ninja-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 7489,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-blinky-in-america-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5594,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-blinkys-scary-school-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2486,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-buffalo-bills-wild-west-rodeo-show-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 2332,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-championship-3d-snooker-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5270,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-chinatown-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 6103,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-circus-games-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 1512,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-colin-the-cleaner-who-said-that-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4110,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-combat-pack-3-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5610,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-dirt-track-racer-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4083,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-doc-crocs-outrageous-adventures-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5312,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-draconus-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 1329,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-f-1-tornado-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2659,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-fantastic-american-football-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2582,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-frontline-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2240,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-full-throttle-2-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4058,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-graeme-souness-soccer-manager-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5271,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-hit-pack-1-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5261,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-hit-pack-2-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5276,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-ian-bothams-test-match-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 5793,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-international-five-a-side-football-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5269,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-international-tennis-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5294,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-jocky-wilsons-compendium-of-darts-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4875,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-jocky-wilsons-darts-challenge-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 1536,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-kawasaki-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5164,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-kickbox-vigilante-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2660,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-las-vegas-casino-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 1518,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-match-of-the-day-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 3952,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-micro-value-pack-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4647,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-mountain-bike-racer-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2502,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-ninja-commando-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 3910,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-para-assault-course-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2308,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-phileas-foggs-balloon-battles-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4172,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-professional-go-kart-simulator-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 3794,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-q-10-tankbuster-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5241,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-race-pack-4-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5297,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-rally-simulator-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 1537,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-reflections-artic-computing:reflections:strongly-supported,Reflections,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5065,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-sabotage-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 1270,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-santas-christmas-caper-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5025,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-sharkeys-moll-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4070,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-sleepwalker-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 3959,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-spaghetti-western-simulator-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2577,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-stack-up-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4082,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-summer-olympiad-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4029,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-super-gran-the-adventure-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 5678,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-super-gran-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 1810,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-superman-the-man-of-steel-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4051,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-sword-of-the-samurai-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5291,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-tai-chi-tortoise-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4824,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-titanic-blinky-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4658,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-tynesoft-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 6083,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-who-said-that-colin-the-cleaner-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 4111,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-winter-olympiad-88-tynesoft:tynesoft:strongly-supported,Tynesoft,organisation based in North East,Blaydon,strongly supported,high,Spot On,SPOT FGAMES link 2161,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-world-cricket-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 4174,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-world-rugby-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 5319,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-world-soccer-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2505,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-you-are-santa-claus-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2647,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-zeppelin-games-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 6006,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
connection:source-item-globalnet-spot-zybex-zeppelin-games:zeppelin-games:strongly-supported,Zeppelin Games,organisation based in North East,Newcastle upon Tyne,strongly supported,high,Spot On,SPOT FGAMES link 2309,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip
