Studio / Publisher,Type,City/Region,Country,Active / Founded,Representative games / relevance,Evidence status,Primary source URL,Notes
Aaron Day,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Aasvoguelle Productions,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abacus Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abacus Programs,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abbex Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abersoft,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abrasco,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Abstract Concepts,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Accolade,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
ACE (Advanced Computer Entertainment),printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Ace Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
ACE Software (Softek),printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Acme Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Acorn User,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/g.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Acornsoft,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/a.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
ACS Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Activision,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adam Dangoor,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adam Leonard,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adapt Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Add-On Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Addictive,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/b.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Addictive Games,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Addison-Wesley Productions,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Addpac Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Admiral Software (Alternative),printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adrian George,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adrian Laird,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adrian Skilling,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Advance Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Advance Software Promotions,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Advanced Digital Systems,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Advanced Memory Systems,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adventure,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://sinclairuser.com/053/index.htm,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adventure Helpline  Sinclair Surgery Software Directory Next Month,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://sinclairuser.com/047/busines.htm,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adventure International,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adventure Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Adventuresoft,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AG Bird,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AG Fosberry,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AG Griffiths,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Again Again,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AGF Hardware,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AJ Parkhouse,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AJ Robinson,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Akadimias Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Akom,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AL Kirkham,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan Firminger,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan Grier,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan Hoiberg,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan Pywell,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan Trewartha,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alan White,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alastair Moore,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alchemy Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alexander Livshits,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alexander McKehnie,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Algray Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alison McMillan,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alistair Mullins,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Allanson Computing,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alligata,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://sinclairuser.com/085/index.htm,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alligata Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Allister Brimble,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alpha Computer Products,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alpha Omega (CRL),printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alpha Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alphabatim,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AlphaPlus Educational Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
also known as Buster Bros.,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
also known as Green Beret,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(N%E2%80%93Z)&oldid=1344901139,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
also known as Pang,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
also known as Rush'n Attack,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_Commodore_64_games_(A%E2%80%93M)&oldid=1358813372,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alternative,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/c.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alternative (RR),printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/g.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Alternative Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AM Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
AM Grant,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Amazing Games,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Amba Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Amber Controls,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
American Action,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.zzap64.co.uk/game/43-one-year-after,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Americana Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Amstrad Consumer Electronics,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Anco,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/s.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Anco Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andic Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Baxter,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Brewster,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Cartwright,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Clark,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Glaister,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Green,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Hewson,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Jackson,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Lovering,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Marshall,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Price,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Tilbury,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Toone,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Wilson,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andrew Wright,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Andromeda Software,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Angus Appleby,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Angus Lavery,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Anik Microsystems,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Anima Scientific Computing,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,http://www.users.globalnet.co.uk/~jg27paw4/spot-on/spotdata.zip,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Animagic,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://en.wikipedia.org/w/index.php?title=List_of_ZX_Spectrum_games&oldid=1359444555,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
Anirog,printed company or label,,Unknown unless sourced,,,Candidate / unresolved,https://www.stairwaytohell.com/electron/f.html,"Printed label/company evidence only; publisher, label and developer roles must be reviewed separately."
